"cd_procedimento";"ano_realizacao";"cd_modalidade";"nm_modalidade";"n_procedimento";"custo_procedimento"
"30909031";"2018";25;Medicina De Grupo;497387;147626855
"30909031";"2018";28;Seguradora Especializada Em Saúde;63420;14556149
"30909139";"2018";24;Autogestão;10791;5312066
"30909139";"2018";22;Cooperativa Médica;11339;2647062
"30909139";"2018";27;Filantropia;82;72151
"30909139";"2018";25;Medicina De Grupo;21678;10973381
"30909139";"2018";28;Seguradora Especializada Em Saúde;4284;1267570
"30909147";"2018";24;Autogestão;1819;975884
"30909147";"2018";22;Cooperativa Médica;4636;1060225
"30909147";"2018";27;Filantropia;10;7216
"30909147";"2018";25;Medicina De Grupo;1386;1117498
"30909147";"2018";28;Seguradora Especializada Em Saúde;984;273533
"30911176";"2018";24;Autogestão;7;1265
"30911176";"2018";27;Filantropia;2;35
"30911176";"2018";28;Seguradora Especializada Em Saúde;1;350
"30913012";"2018";24;Autogestão;4706;498673
"30913012";"2018";22;Cooperativa Médica;5686;1211324
"30913012";"2018";27;Filantropia;2950;66789
"30913012";"2018";25;Medicina De Grupo;5244;1584769
"30913012";"2018";28;Seguradora Especializada Em Saúde;789;179975
"30913071";"2018";24;Autogestão;1;3000
"30913071";"2018";22;Cooperativa Médica;17;977
"30913071";"2018";25;Medicina De Grupo;7;686
"30913080";"2018";24;Autogestão;1;86
"30913080";"2018";22;Cooperativa Médica;13;3487
"30913080";"2018";27;Filantropia;3;169
"30913080";"2018";25;Medicina De Grupo;13;2995
"30913080";"2018";28;Seguradora Especializada Em Saúde;20;5528
"30913098";"2018";24;Autogestão;154;39671
"30913098";"2018";22;Cooperativa Médica;524;80367
"30913098";"2018";27;Filantropia;34;8324
"30913098";"2018";25;Medicina De Grupo;598;87776
"30913098";"2018";28;Seguradora Especializada Em Saúde;162;38059
"30913128";"2018";24;Autogestão;813;147626
"30913128";"2018";22;Cooperativa Médica;2253;418849
"30913128";"2018";27;Filantropia;52;14578
"30913128";"2018";25;Medicina De Grupo;499;157990
"30913128";"2018";28;Seguradora Especializada Em Saúde;251;63843
"30913144";"2018";24;Autogestão;97;21191
"30913144";"2018";22;Cooperativa Médica;502;112830
"30913144";"2018";27;Filantropia;37;14272
"30913144";"2018";25;Medicina De Grupo;300;235496
"30913144";"2018";28;Seguradora Especializada Em Saúde;21;5392
"30913152";"2018";24;Autogestão;214;26118
"30913152";"2018";22;Cooperativa Médica;83;25900
"30913152";"2018";27;Filantropia;3;548
"30913152";"2018";25;Medicina De Grupo;232;196486
"30913152";"2018";28;Seguradora Especializada Em Saúde;11;6065
"30914124";"2018";24;Autogestão;5;732
"30914124";"2018";22;Cooperativa Médica;6;419
"30914124";"2018";27;Filantropia;1;600
"30914124";"2018";25;Medicina De Grupo;4;535
"30914124";"2018";28;Seguradora Especializada Em Saúde;1;41
"30918014";"2018";24;Autogestão;57;36231
"30918014";"2018";22;Cooperativa Médica;1260;485249
"30918014";"2018";27;Filantropia;25;55392
"30918014";"2018";25;Medicina De Grupo;35;52844
"30918014";"2018";28;Seguradora Especializada Em Saúde;65;16602
"30918022";"2018";24;Autogestão;11;7009
"30918022";"2018";22;Cooperativa Médica;219;106507
"30918022";"2018";25;Medicina De Grupo;6;2180
"30918022";"2018";28;Seguradora Especializada Em Saúde;34;7740
"30918030";"2018";24;Autogestão;11;10982
"30918030";"2018";22;Cooperativa Médica;132;43158
"30918030";"2018";28;Seguradora Especializada Em Saúde;99;8329
"31003362";"2018";24;Autogestão;116;9867
"31003362";"2018";22;Cooperativa Médica;597;66236
"31003362";"2018";27;Filantropia;8;489
"31003362";"2018";25;Medicina De Grupo;160;15326
"31003362";"2018";28;Seguradora Especializada Em Saúde;146;19122
"31004016";"2018";24;Autogestão;108;17126
"31004016";"2018";22;Cooperativa Médica;966;140532
"31004016";"2018";27;Filantropia;30;6895
"31004016";"2018";25;Medicina De Grupo;226;51204
"31004016";"2018";28;Seguradora Especializada Em Saúde;131;30143
"31004024";"2018";24;Autogestão;36;12920
"31004024";"2018";22;Cooperativa Médica;146;44838
"31004024";"2018";27;Filantropia;7;2129
"31004024";"2018";25;Medicina De Grupo;60;12828
"31004024";"2018";28;Seguradora Especializada Em Saúde;33;11197
"31004032";"2018";22;Cooperativa Médica;1;180
"31004032";"2018";25;Medicina De Grupo;7;1452
"31004032";"2018";28;Seguradora Especializada Em Saúde;2;282
"31004040";"2018";24;Autogestão;10;1050
"31004040";"2018";22;Cooperativa Médica;32;4570
"31004040";"2018";25;Medicina De Grupo;57;4844
"31004040";"2018";28;Seguradora Especializada Em Saúde;47;5709
"31004067";"2018";24;Autogestão;5179;308172
"31004067";"2018";22;Cooperativa Médica;18420;1342555
"31004067";"2018";27;Filantropia;99;4857
"31004067";"2018";25;Medicina De Grupo;6944;391293
"31004067";"2018";28;Seguradora Especializada Em Saúde;10882;696802
"31004180";"2018";24;Autogestão;2970;180992
"31004180";"2018";22;Cooperativa Médica;18055;1136249
"31004180";"2018";27;Filantropia;464;46347
"31004180";"2018";25;Medicina De Grupo;6626;549917
"31004180";"2018";28;Seguradora Especializada Em Saúde;3502;273791
"31004199";"2018";24;Autogestão;495;33379
"31004199";"2018";22;Cooperativa Médica;9015;1415474
"31004199";"2018";27;Filantropia;67;6478
"31004199";"2018";25;Medicina De Grupo;244;9323
"31004199";"2018";28;Seguradora Especializada Em Saúde;727;57008
"31004229";"2018";24;Autogestão;428;30266
"31004229";"2018";22;Cooperativa Médica;3296;297993
"31004229";"2018";27;Filantropia;32;3081
"31004229";"2018";25;Medicina De Grupo;8278;950231
"31004229";"2018";28;Seguradora Especializada Em Saúde;900;107642
"31004253";"2018";24;Autogestão;8;8925
"31004253";"2018";22;Cooperativa Médica;53;13648
"31004253";"2018";25;Medicina De Grupo;1;239
"31004253";"2018";28;Seguradora Especializada Em Saúde;7;429
"31004318";"2018";24;Autogestão;466;27205
"31004318";"2018";22;Cooperativa Médica;2161;152518
"31004318";"2018";27;Filantropia;63;4585
"31004318";"2018";25;Medicina De Grupo;569;49825
"31004318";"2018";28;Seguradora Especializada Em Saúde;884;93356
"31005071";"2018";24;Autogestão;234;19672
"31005071";"2018";22;Cooperativa Médica;310;72107
"31005071";"2018";27;Filantropia;17;5305
"31005071";"2018";25;Medicina De Grupo;298;83238
"31005071";"2018";28;Seguradora Especializada Em Saúde;70;16639
"31005080";"2018";24;Autogestão;3;719
"31005080";"2018";22;Cooperativa Médica;1;421
"31005080";"2018";25;Medicina De Grupo;1;315
"31005675";"2018";24;Autogestão;60;28854
"31005675";"2018";22;Cooperativa Médica;418;139719
"31005675";"2018";25;Medicina De Grupo;179;62600
"31005675";"2018";28;Seguradora Especializada Em Saúde;20;15608
"31005691";"2018";24;Autogestão;173;7645
"31005691";"2018";22;Cooperativa Médica;39;9036
"31005691";"2018";27;Filantropia;2;426
"31005691";"2018";25;Medicina De Grupo;18;13273
"31005691";"2018";28;Seguradora Especializada Em Saúde;8;3999
"31007015";"2018";24;Autogestão;5;2075
"31007015";"2018";22;Cooperativa Médica;2;562
"31008011";"2018";24;Autogestão;2361;541461
"31008011";"2018";22;Cooperativa Médica;2365;501652
"31008011";"2018";27;Filantropia;12;28185
"31008011";"2018";25;Medicina De Grupo;638;345200
"31008011";"2018";28;Seguradora Especializada Em Saúde;1318;251923
"31008020";"2018";24;Autogestão;61;44145
"31008020";"2018";22;Cooperativa Médica;362;131912
"31008020";"2018";27;Filantropia;9;2686
"31008020";"2018";25;Medicina De Grupo;104;135269
"31008020";"2018";28;Seguradora Especializada Em Saúde;51;27519
"31008038";"2018";24;Autogestão;1384;2240796
"31008038";"2018";22;Cooperativa Médica;10918;5156440
"31008038";"2018";27;Filantropia;286;232628
"31008038";"2018";25;Medicina De Grupo;1241;4111821
"31008038";"2018";28;Seguradora Especializada Em Saúde;605;1434926
"31009018";"2018";24;Autogestão;28;20200
"31009018";"2018";22;Cooperativa Médica;146;15630
"31009018";"2018";27;Filantropia;6;1913
"31009018";"2018";25;Medicina De Grupo;32;3163
"31009018";"2018";28;Seguradora Especializada Em Saúde;24;7451
"31009026";"2018";24;Autogestão;8;1316
"31009026";"2018";22;Cooperativa Médica;30;4269
"31009026";"2018";27;Filantropia;7;494
"31009026";"2018";25;Medicina De Grupo;421;20142
"31009026";"2018";28;Seguradora Especializada Em Saúde;12;1859
"31009247";"2018";24;Autogestão;555;44205
"31009247";"2018";22;Cooperativa Médica;1874;223601
"31009247";"2018";27;Filantropia;140;14577
"31009247";"2018";25;Medicina De Grupo;1068;99969
"31009247";"2018";28;Seguradora Especializada Em Saúde;176;25269
"31009352";"2018";24;Autogestão;112;111006
"31009352";"2018";22;Cooperativa Médica;292;213029
"31009352";"2018";27;Filantropia;8;3545
"31009352";"2018";25;Medicina De Grupo;254;303631
"31009352";"2018";28;Seguradora Especializada Em Saúde;86;40672
"31101089";"2018";24;Autogestão;54;3464
"31101089";"2018";22;Cooperativa Médica;18;3439
"31101089";"2018";25;Medicina De Grupo;1;211
"31101089";"2018";28;Seguradora Especializada Em Saúde;1;125
"31101313";"2018";24;Autogestão;16;6553
"31101313";"2018";22;Cooperativa Médica;84;37361
"31101313";"2018";25;Medicina De Grupo;26;7117
"31101313";"2018";28;Seguradora Especializada Em Saúde;2;3946
"31101402";"2018";24;Autogestão;40;10120
"31101402";"2018";22;Cooperativa Médica;200;57390
"31101402";"2018";27;Filantropia;17;6969
"31101402";"2018";25;Medicina De Grupo;215;94019
"31101402";"2018";28;Seguradora Especializada Em Saúde;65;24597
"31102026";"2018";24;Autogestão;10;3037
"31102026";"2018";22;Cooperativa Médica;26;4268
"31102026";"2018";27;Filantropia;7;891
"31102026";"2018";25;Medicina De Grupo;18;3479
"31102026";"2018";28;Seguradora Especializada Em Saúde;2;1290
"31103030";"2018";24;Autogestão;1415;144363
"31103030";"2018";22;Cooperativa Médica;4467;711104
"31103030";"2018";27;Filantropia;309;55177
"31103030";"2018";25;Medicina De Grupo;668;130279
"31103030";"2018";28;Seguradora Especializada Em Saúde;482;128483
"31103057";"2018";22;Cooperativa Médica;5;1509
"31103189";"2018";24;Autogestão;7;2905
"31103189";"2018";22;Cooperativa Médica;15;2950
"31103189";"2018";27;Filantropia;1;4900
"31103189";"2018";25;Medicina De Grupo;5;1277
"31103189";"2018";28;Seguradora Especializada Em Saúde;4;1509
"31103197";"2018";24;Autogestão;52;11426
"31103197";"2018";22;Cooperativa Médica;115;27106
"31103197";"2018";27;Filantropia;18;1474
"31103197";"2018";25;Medicina De Grupo;25;3828
"31103197";"2018";28;Seguradora Especializada Em Saúde;31;12719
"31103235";"2018";24;Autogestão;250;57201
"31103235";"2018";22;Cooperativa Médica;1293;245874
"31103235";"2018";27;Filantropia;256;41852
"31103235";"2018";25;Medicina De Grupo;851;127110
"31103235";"2018";28;Seguradora Especializada Em Saúde;253;55290
"31103391";"2018";24;Autogestão;4;537
"31103391";"2018";22;Cooperativa Médica;103;19192
"31103391";"2018";25;Medicina De Grupo;5;2145
"31103391";"2018";28;Seguradora Especializada Em Saúde;3;1353
"31103405";"2018";24;Autogestão;34;1354
"31103405";"2018";22;Cooperativa Médica;77;7279
"31103405";"2018";27;Filantropia;1;214
"31103405";"2018";25;Medicina De Grupo;5;305
"31103405";"2018";28;Seguradora Especializada Em Saúde;1;97
"31103430";"2018";24;Autogestão;60;2415
"31103430";"2018";22;Cooperativa Médica;63;7245
"31103430";"2018";25;Medicina De Grupo;21;2010
"31103430";"2018";28;Seguradora Especializada Em Saúde;1;70
"31103596";"2018";24;Autogestão;1;261
"31103596";"2018";22;Cooperativa Médica;72;23355
"31103596";"2018";27;Filantropia;6;3256
"31104010";"2018";24;Autogestão;9;970
"31104010";"2018";22;Cooperativa Médica;6;589
"31104010";"2018";25;Medicina De Grupo;2;105
"31104010";"2018";28;Seguradora Especializada Em Saúde;4;238
"31104029";"2018";24;Autogestão;63;7413
"31104029";"2018";22;Cooperativa Médica;208;25031
"31104029";"2018";27;Filantropia;1;88
"31104029";"2018";25;Medicina De Grupo;123;21286
"31104029";"2018";28;Seguradora Especializada Em Saúde;382;58064
"31104045";"2018";24;Autogestão;11;3279
"31104045";"2018";22;Cooperativa Médica;169;23906
"31104045";"2018";27;Filantropia;3;744
"31104045";"2018";25;Medicina De Grupo;343;66840
"31104045";"2018";28;Seguradora Especializada Em Saúde;51;13889
"31104061";"2018";24;Autogestão;35;5739
"31104061";"2018";22;Cooperativa Médica;244;43426
"31104061";"2018";27;Filantropia;1;99
"31104061";"2018";25;Medicina De Grupo;42;6754
"31104061";"2018";28;Seguradora Especializada Em Saúde;386;78631
"31104142";"2018";24;Autogestão;61;9040
"31104142";"2018";22;Cooperativa Médica;263;29517
"31104142";"2018";27;Filantropia;11;812
"31104142";"2018";25;Medicina De Grupo;89;11389
"31104142";"2018";28;Seguradora Especializada Em Saúde;33;4723
"31104169";"2018";24;Autogestão;6;950
"31104169";"2018";22;Cooperativa Médica;20;2859
"31104169";"2018";25;Medicina De Grupo;3;279
"31104169";"2018";28;Seguradora Especializada Em Saúde;1;148
"31202012";"2018";24;Autogestão;31;2540
"31202012";"2018";22;Cooperativa Médica;238;26416
"31202012";"2018";27;Filantropia;2;150
"31202012";"2018";25;Medicina De Grupo;89;7220
"31202012";"2018";28;Seguradora Especializada Em Saúde;155;21298
"31202020";"2018";24;Autogestão;310;20911
"31202020";"2018";22;Cooperativa Médica;665;46374
"31202020";"2018";27;Filantropia;78;4454
"31202020";"2018";25;Medicina De Grupo;1331;69290
"31202020";"2018";28;Seguradora Especializada Em Saúde;291;29806
"31202047";"2018";24;Autogestão;174;21304
"31202047";"2018";22;Cooperativa Médica;813;91545
"31202047";"2018";27;Filantropia;30;1951
"31202047";"2018";25;Medicina De Grupo;2457;169544
"31202047";"2018";28;Seguradora Especializada Em Saúde;232;39614
"31203027";"2018";24;Autogestão;24;4032
"31203027";"2018";22;Cooperativa Médica;80;13172
"31203027";"2018";27;Filantropia;1;103
"31203027";"2018";25;Medicina De Grupo;18;3324
"31203027";"2018";28;Seguradora Especializada Em Saúde;13;5237
"31203086";"2018";24;Autogestão;15;889
"31203086";"2018";22;Cooperativa Médica;68;4501
"31203086";"2018";25;Medicina De Grupo;23;1628
"31203086";"2018";28;Seguradora Especializada Em Saúde;6;402
"31204015";"2018";22;Cooperativa Médica;34;4638
"31204015";"2018";25;Medicina De Grupo;8;1146
"31204015";"2018";28;Seguradora Especializada Em Saúde;10;2194
"31204023";"2018";24;Autogestão;170;22912
"31204023";"2018";22;Cooperativa Médica;586;60618
"31204023";"2018";27;Filantropia;73;6150
"31204023";"2018";25;Medicina De Grupo;451;37680
"31204023";"2018";28;Seguradora Especializada Em Saúde;159;19233
"31204066";"2018";24;Autogestão;26;5023
"31204066";"2018";22;Cooperativa Médica;194;25204
"31204066";"2018";27;Filantropia;12;1498
"31204066";"2018";25;Medicina De Grupo;86;13479
"31204066";"2018";28;Seguradora Especializada Em Saúde;42;14473
"31205011";"2018";24;Autogestão;1;114
"31205011";"2018";22;Cooperativa Médica;27;2720
"31205011";"2018";25;Medicina De Grupo;5;780
"31205011";"2018";28;Seguradora Especializada Em Saúde;1;95
"31206034";"2018";24;Autogestão;2855;265840
"31206034";"2018";22;Cooperativa Médica;31215545;1104713
"31206034";"2018";27;Filantropia;322;17009
"31206034";"2018";25;Medicina De Grupo;6558;494410
"31206034";"2018";28;Seguradora Especializada Em Saúde;8796;1050722
"31206174";"2018";24;Autogestão;46;5591
"31206174";"2018";22;Cooperativa Médica;235;32779
"31206174";"2018";27;Filantropia;13;852
"31206174";"2018";25;Medicina De Grupo;60;6447
"31206174";"2018";28;Seguradora Especializada Em Saúde;55;8719
"31206204";"2018";24;Autogestão;27;15577
"31206204";"2018";22;Cooperativa Médica;91;42980
"31206204";"2018";27;Filantropia;4;880
"31206204";"2018";25;Medicina De Grupo;19;7937
"31206204";"2018";28;Seguradora Especializada Em Saúde;34;15648
"31206212";"2018";24;Autogestão;780;66428
"31206212";"2018";22;Cooperativa Médica;4480;438714
"31206212";"2018";27;Filantropia;279;20927
"31206212";"2018";25;Medicina De Grupo;1744;153059
"31206212";"2018";28;Seguradora Especializada Em Saúde;1209;128243
"31206220";"2018";24;Autogestão;2931;594123
"31206220";"2018";22;Cooperativa Médica;19599;3604653
"31206220";"2018";27;Filantropia;631;92098
"31206220";"2018";25;Medicina De Grupo;9231;2134311
"31206220";"2018";28;Seguradora Especializada Em Saúde;3022;805858
"31301010";"2018";24;Autogestão;32;5727
"31301010";"2018";22;Cooperativa Médica;229;40441
"31301010";"2018";27;Filantropia;16;2256
"31301010";"2018";25;Medicina De Grupo;146;19729
"31301010";"2018";28;Seguradora Especializada Em Saúde;47;12941
"31301029";"2018";24;Autogestão;2186;135086
"31301029";"2018";22;Cooperativa Médica;5537;310412
"31301029";"2018";27;Filantropia;633;22863
"31301029";"2018";25;Medicina De Grupo;11400;444132
"31301029";"2018";28;Seguradora Especializada Em Saúde;9475;615561
"31301070";"2018";24;Autogestão;4;455
"31301070";"2018";22;Cooperativa Médica;32;4279
"31301070";"2018";25;Medicina De Grupo;18;732
"31301070";"2018";28;Seguradora Especializada Em Saúde;19;2392
"31301088";"2018";24;Autogestão;858;73661
"31301088";"2018";22;Cooperativa Médica;4238;385997
"31301088";"2018";27;Filantropia;173;13528
"31301088";"2018";25;Medicina De Grupo;1171;95323
"31301088";"2018";28;Seguradora Especializada Em Saúde;2025;205395
"31301096";"2018";24;Autogestão;77;43948
"31301096";"2018";22;Cooperativa Médica;721;117285
"31301096";"2018";27;Filantropia;16;2138
"31301096";"2018";25;Medicina De Grupo;151;31431
"31301096";"2018";28;Seguradora Especializada Em Saúde;98;32739
"31301100";"2018";24;Autogestão;272;23686
"31301100";"2018";22;Cooperativa Médica;1692;138112
"31301100";"2018";27;Filantropia;55;2943
"31301100";"2018";25;Medicina De Grupo;792;50031
"31301100";"2018";28;Seguradora Especializada Em Saúde;571;82689
"31301118";"2018";24;Autogestão;55;14060
"31301118";"2018";22;Cooperativa Médica;474;67096
"31301118";"2018";27;Filantropia;16;2360
"31301118";"2018";25;Medicina De Grupo;150;16338
"31301118";"2018";28;Seguradora Especializada Em Saúde;104;22531
"31302017";"2018";24;Autogestão;1605;97020
"31302017";"2018";22;Cooperativa Médica;2933;161298
"31302017";"2018";27;Filantropia;250;7818
"31302017";"2018";25;Medicina De Grupo;6235;320954
"31302017";"2018";28;Seguradora Especializada Em Saúde;8558;594080
"31302076";"2018";24;Autogestão;1;552
"31302076";"2018";22;Cooperativa Médica;54;8830
"31302076";"2018";27;Filantropia;2;376
"31302076";"2018";25;Medicina De Grupo;9;1138
"31302076";"2018";28;Seguradora Especializada Em Saúde;6;3740
"31302084";"2018";24;Autogestão;111;27291
"31302084";"2018";22;Cooperativa Médica;875;215822
"31302084";"2018";27;Filantropia;28;5814
"31302084";"2018";25;Medicina De Grupo;148;23666
"31302084";"2018";28;Seguradora Especializada Em Saúde;502;128713
"31302114";"2018";24;Autogestão;7;662
"31302114";"2018";22;Cooperativa Médica;90;11599
"31302114";"2018";27;Filantropia;4;425
"31302114";"2018";25;Medicina De Grupo;13;2271
"31302114";"2018";28;Seguradora Especializada Em Saúde;6;599
"31303021";"2018";24;Autogestão;10985;658200
"31303021";"2018";22;Cooperativa Médica;43058;2551643
"31303021";"2018";27;Filantropia;4641;193476
"31303021";"2018";25;Medicina De Grupo;62531;2823303
"31303021";"2018";28;Seguradora Especializada Em Saúde;50684;3323159
"31303030";"2018";24;Autogestão;676;62965
"31303030";"2018";22;Cooperativa Médica;2478;206528
"31303030";"2018";27;Filantropia;20;946
"31303030";"2018";25;Medicina De Grupo;2781;815831
"31303030";"2018";28;Seguradora Especializada Em Saúde;2499;273081
"31303064";"2018";24;Autogestão;391;28593
"31303064";"2018";22;Cooperativa Médica;3208;219780
"31303064";"2018";27;Filantropia;263;19391
"31303064";"2018";25;Medicina De Grupo;944;85925
"31303064";"2018";28;Seguradora Especializada Em Saúde;769;111234
"31303072";"2018";24;Autogestão;1029;99734
"31303072";"2018";22;Cooperativa Médica;4522;459297
"31303072";"2018";27;Filantropia;282;20172
"31303072";"2018";25;Medicina De Grupo;5446;367767
"31303072";"2018";28;Seguradora Especializada Em Saúde;2474;260157
"31303170";"2018";24;Autogestão;4611;2312014
"31303170";"2018";22;Cooperativa Médica;31107;12693248
"31303170";"2018";27;Filantropia;834;575425
"31303170";"2018";25;Medicina De Grupo;10547;5440398
"31303170";"2018";28;Seguradora Especializada Em Saúde;7947;3899451
"31303196";"2018";24;Autogestão;4528;293332
"31303196";"2018";22;Cooperativa Médica;34353;2080288
"31303196";"2018";27;Filantropia;1114;52104
"31303196";"2018";25;Medicina De Grupo;16127;786453
"31303196";"2018";28;Seguradora Especializada Em Saúde;15382;1064412
"31303269";"2018";24;Autogestão;2346;600238
"31303269";"2018";22;Cooperativa Médica;19442;3755525
"31303269";"2018";27;Filantropia;1287;205631
"31303269";"2018";25;Medicina De Grupo;14575;2309608
"31303269";"2018";28;Seguradora Especializada Em Saúde;3329;1306593
"31303293";"2018";24;Autogestão;9135;3112131
"31303293";"2018";22;Cooperativa Médica;77247;15246721
"31303293";"2018";27;Filantropia;2370;446211
"31303293";"2018";25;Medicina De Grupo;17690;5631673
"31303293";"2018";28;Seguradora Especializada Em Saúde;14580;6726017
"31303307";"2018";24;Autogestão;189;27658
"31303307";"2018";22;Cooperativa Médica;462;109086
"31303307";"2018";27;Filantropia;9;799
"31303307";"2018";25;Medicina De Grupo;292;45440
"31303307";"2018";28;Seguradora Especializada Em Saúde;756;148271
"31306047";"2018";24;Autogestão;4;1092
"31306047";"2018";22;Cooperativa Médica;31;7712
"31306047";"2018";27;Filantropia;3;1281
"31306047";"2018";25;Medicina De Grupo;17;5737
"31306047";"2018";28;Seguradora Especializada Em Saúde;10;13542
"31401350";"2018";24;Autogestão;20;25181
"31401350";"2018";22;Cooperativa Médica;88;66042
"31401350";"2018";27;Filantropia;2;1139
"31401350";"2018";25;Medicina De Grupo;10;7390
"31401350";"2018";28;Seguradora Especializada Em Saúde;9;5145
"31402038";"2018";24;Autogestão;34;4939
"31402038";"2018";22;Cooperativa Médica;635;96438
"31402038";"2018";27;Filantropia;9;1404
"31402038";"2018";25;Medicina De Grupo;66;9780
"31402038";"2018";28;Seguradora Especializada Em Saúde;40;6390
"31403018";"2018";24;Autogestão;4;4202
"31403018";"2018";22;Cooperativa Médica;27;3220
"31403018";"2018";27;Filantropia;1;87
"31403018";"2018";25;Medicina De Grupo;6;429
"31403018";"2018";28;Seguradora Especializada Em Saúde;4;4864
"31403026";"2018";24;Autogestão;10984;1148669
"31403026";"2018";22;Cooperativa Médica;47578;7147060
"31403026";"2018";27;Filantropia;263;31629
"31403026";"2018";25;Medicina De Grupo;22222;2761544
"31403026";"2018";28;Seguradora Especializada Em Saúde;49186;6120190
"31403301";"2018";24;Autogestão;109;3744
"31403301";"2018";22;Cooperativa Médica;489;21635
"31403301";"2018";27;Filantropia;3;4500
"31403301";"2018";25;Medicina De Grupo;114;14625
"31403301";"2018";28;Seguradora Especializada Em Saúde;50;1215
"31403328";"2018";24;Autogestão;19;6229
"31403328";"2018";22;Cooperativa Médica;251;69825
"31403328";"2018";25;Medicina De Grupo;27;8364
"31403328";"2018";28;Seguradora Especializada Em Saúde;7;1400
"31405010";"2018";24;Autogestão;146;32077
"31405010";"2018";22;Cooperativa Médica;516;143410
"31405010";"2018";27;Filantropia;1216;213781
"31405010";"2018";25;Medicina De Grupo;169;20097
"31405010";"2018";28;Seguradora Especializada Em Saúde;181;35623
"31601014";"2018";24;Autogestão;862680;48344116
"31601014";"2018";22;Cooperativa Médica;2222616;128903975
"31601014";"2018";27;Filantropia;84765;2859932
"31601014";"2018";25;Medicina De Grupo;2483866;77946772
"31601014";"2018";28;Seguradora Especializada Em Saúde;1286374;69654277
"31602029";"2018";24;Autogestão;279;34437
"31602029";"2018";22;Cooperativa Médica;852;59898
"31602029";"2018";27;Filantropia;316;20776
"31602029";"2018";25;Medicina De Grupo;2575;136607
"31602029";"2018";28;Seguradora Especializada Em Saúde;770;109509
"31602070";"2018";24;Autogestão;2852;508444
"31602070";"2018";22;Cooperativa Médica;6811;1371808
"31602070";"2018";27;Filantropia;70;12866
"31602070";"2018";25;Medicina De Grupo;2944;353410
"31602070";"2018";28;Seguradora Especializada Em Saúde;3387;648866
"31602118";"2018";24;Autogestão;25518;2227276
"31602118";"2018";22;Cooperativa Médica;106296;8033658
"31602118";"2018";27;Filantropia;1007;95806
"31602118";"2018";25;Medicina De Grupo;33539;2564863
"31602118";"2018";28;Seguradora Especializada Em Saúde;85804;9248553
"31602126";"2018";24;Autogestão;1589;164920
"31602126";"2018";22;Cooperativa Médica;17274;3799302
"31602126";"2018";27;Filantropia;24;5246
"31602126";"2018";25;Medicina De Grupo;3352;591874
"31602126";"2018";28;Seguradora Especializada Em Saúde;884;206315
"31602185";"2018";24;Autogestão;220853;12853099
"31602185";"2018";22;Cooperativa Médica;419106;38102748
"31602185";"2018";27;Filantropia;920;26674
"31602185";"2018";25;Medicina De Grupo;196422;9880068
"31602185";"2018";28;Seguradora Especializada Em Saúde;336795;29141922
"31602207";"2018";24;Autogestão;126;25179
"31602207";"2018";22;Cooperativa Médica;296;45540
"31602207";"2018";25;Medicina De Grupo;796;122958
"31602207";"2018";28;Seguradora Especializada Em Saúde;2055;476512
"31602223";"2018";24;Autogestão;33;11443
"31602223";"2018";22;Cooperativa Médica;111;19333
"31602223";"2018";27;Filantropia;65;6268
"31602223";"2018";25;Medicina De Grupo;85;12405
"31602223";"2018";28;Seguradora Especializada Em Saúde;74;11648
"31602231";"2018";22;Cooperativa Médica;22;1985
"31602240";"2018";24;Autogestão;45776;12548781
"31602240";"2018";22;Cooperativa Médica;142489;33332525
"31602240";"2018";27;Filantropia;3587;370917
"31602240";"2018";25;Medicina De Grupo;6080;1698943
"31602240";"2018";28;Seguradora Especializada Em Saúde;10806;2300290
"31602282";"2018";24;Autogestão;3;519
"31602282";"2018";22;Cooperativa Médica;42;12282
"31602282";"2018";28;Seguradora Especializada Em Saúde;16;2804
"31602290";"2018";24;Autogestão;144;52287
"31602290";"2018";22;Cooperativa Médica;274;74309
"31602290";"2018";27;Filantropia;1;100
"31602290";"2018";25;Medicina De Grupo;27;9871
"31602290";"2018";28;Seguradora Especializada Em Saúde;40;22324
"31602304";"2018";25;Medicina De Grupo;9;1640
"31602312";"2018";24;Autogestão;3684;1336803
"31602312";"2018";22;Cooperativa Médica;14700;1908116
"31602312";"2018";27;Filantropia;107;21189
"31602312";"2018";25;Medicina De Grupo;1784;460511
"31602312";"2018";28;Seguradora Especializada Em Saúde;151;20637
"31602339";"2018";24;Autogestão;79;16695
"31602339";"2018";22;Cooperativa Médica;183;28171
"31602339";"2018";27;Filantropia;1;242
"31602339";"2018";25;Medicina De Grupo;1005;80007
"31602339";"2018";28;Seguradora Especializada Em Saúde;79;25348
"40101010";"2018";24;Autogestão;412706;10359748
"40101010";"2018";22;Cooperativa Médica;1525213;31006158
"40101010";"2018";27;Filantropia;44942;911462
"40101010";"2018";25;Medicina De Grupo;628746;11374088
"40101010";"2018";28;Seguradora Especializada Em Saúde;424748;8960313
"40101037";"2018";24;Autogestão;259998;32948781
"40101037";"2018";22;Cooperativa Médica;798488;79751446
"40101037";"2018";27;Filantropia;16717;1733180
"40101037";"2018";25;Medicina De Grupo;255864;25892848
"40101037";"2018";28;Seguradora Especializada Em Saúde;306230;31568759
"40101045";"2018";24;Autogestão;111756;11710234
"40101045";"2018";22;Cooperativa Médica;321601;27801086
"40101045";"2018";27;Filantropia;31486;2120163
"40101045";"2018";25;Medicina De Grupo;581300;38905412
